filename,document title,DOI,GitHub link
PDL_C1V4_script2.py,Verification script 2 for OP-D57-1 (Lemma C1-V4),,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_C1V4_script2.py
PDL_context.md,PDL Programme — Context and State,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_context.md
PDL_D55_Colab_OP10a.py,PDL — OP10-a: Bijection step of Lemma D,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D55_Colab_OP10a.py
PDL_D59_script1.py,Verification script for PDL Document D59:,https://doi.org/10.5281/zenodo.20628926,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D59_script1.py
PDL_D61_script1.py,PDL_D61_script1.py  (version 3 -- final),,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D61_script1.py
PDL_D61_script2.py,"Verrouillage script for D61 (OP-D59-2), Part 2.",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D61_script2.py
PDL_D62_lockdown.py,Script de verrouillage pour D62 :,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D62_lockdown.py
PDL_D63_lockdown.py,Verrouillage script for PDL Document D63,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_D63_lockdown.py
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v17.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 17 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v17.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v18.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 18 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v18.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v19.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 19 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v19.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v20.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 20 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v20.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v21.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 21 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v21.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v22.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 22 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v22.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v23.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 23 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v23.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v24.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 24 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v24.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v25.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 25 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v25.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v26.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 26 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v26.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v27.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 27 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v27.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v28.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 28 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v28.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v29.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 29 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v29.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v30.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 30 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v30.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v31.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 31 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v31.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v32.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 32 --- A Guide for Continuation of the Programme",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v32.tex
PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v33.tex,"Projective Dynamic Logo (PDL) Global Mapping of Structures, Results, and Open Problems Version 33 --- A Guide for Continuation of the Programme",https://doi.org/10.5281/zenodo.21520303,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_Global_Mapping_of_Structures_Results_and_Open_Problems_v33.tex
PDL_introduction.tex,The Emergence of Physical Reality within the Framework of the Projective Dynamic Logo (PDL),https://doi.org/10.5281/zenodo.18463130,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_introduction.tex
PDL_OFN_bridge/B1_PDL_OFN.tex,β_1 = 3 as a Topological Invariant of Minimal Relational Closures: Numerical Evidence from the PDL and OFN Frameworks,https://doi.org/10.5281/zenodo.20523343,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/B1_PDL_OFN.tex
PDL_OFN_bridge/B2_PDL_OFN_bridge.tex,From ℤ_3 to Three Generations: A Structural Bridge between PDL Leakage Cycles and OFN Fermion Families Joint PDL--OFN Note N02,https://doi.org/10.5281/zenodo.21333913,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/B2_PDL_OFN_bridge.tex
PDL_OFN_bridge/PDL_OFN_script1_corrige.py,PDL–OFN Bridge — Script 1 CORRIGÉ,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/PDL_OFN_script1_corrige.py
PDL_OFN_bridge/PDL_OFN_script2_S4_orbits.py,PDL–OFN Bridge — Script 2,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/PDL_OFN_script2_S4_orbits.py
PDL_OFN_bridge/PDL_OFN_script3_corrige.py,PDL-OFN Bridge - Script 3 CORRIGE,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/PDL_OFN_script3_corrige.py
PDL_OFN_bridge/PDL_OFN_script_dimensional_v3.py,PDL-OFN Bridge - Script Dimensionnel GUIDÉ CORRIGÉ,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/PDL_OFN_script_dimensional_v3.py
PDL_OFN_bridge/README.md,PDL–OFN Bridge: Numerical Study of β₁ = 3 as a Shared Topological Invariant,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/README.md
PDL_OFN_bridge/script1_beta1_necessity.py,PDL–OFN Bridge — Script 1 CORRIGÉ,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/script1_beta1_necessity.py
PDL_OFN_bridge/script2_S4_orbits.py,PDL–OFN Bridge — Script 2,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/script2_S4_orbits.py
PDL_OFN_bridge/script3_bijection.py,PDL-OFN Bridge - Script 3 CORRIGE,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/script3_bijection.py
PDL_OFN_bridge/verification_omega21_adjacency.py,Vérification indépendante du document OFN de Oleg Evdokimov,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge/verification_omega21_adjacency.py
PDL_OFN_bridge_README.md,PDL–OFN Bridge: Numerical Study of β₁ = 3 as a Shared Topological Invariant,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_OFN_bridge_README.md
PDL_pulsation_regimes_script1.py,Verification script -- Pulsation regimes and the switching,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_pulsation_regimes_script1.py
PDL_pulsation_regimes_script2.py,"Verification script -- Phase, not period: which pulsation laws",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_pulsation_regimes_script2.py
PDL_pulsation_regimes_script3.py,Verification script -- The frustrated regime: does the pulsation,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_pulsation_regimes_script3.py
PDL_pulsation_regimes_script4.py,Verification script -- FALSIFICATION of the crossing-frustration,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_pulsation_regimes_script4.py
PDL_pulsation_regimes_script5.py,Verification script -- Is PARITY the cause? The singleton,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_pulsation_regimes_script5.py
PDL_rule_P_script10.py,Rule P: exhaustive verification of the bipartite dichotomy,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script10.py
PDL_rule_P_script11.py,"Rule P on the structures that matter: cores, sea, interface",,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script11.py
PDL_rule_P_script12.py,Rule P: the geometry of the hole decides both the rigidity of,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script12.py
PDL_rule_P_script13.py,Rule P: the odd-boundary case characterised,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script13.py
PDL_rule_P_script8.py,The proximity rule P: a standalone mathematical study,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script8.py
PDL_rule_P_script9b.py,Rule P on cycles: closed-form counts for minimisers and orbits,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_rule_P_script9b.py
PDL_SU3_script1.py,Verification of the Five Lemmas establishing SU(3),https://doi.org/10.5281/zenodo.20623231,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_SU3_script1.py
PDL_two_layer_script15.py,Two layers: entity states and relation states.,,https://github.com/laubscher-lab/PDL-framework/blob/main/PDL_two_layer_script15.py
Position_paper_PDL.tex,"Projective Dynamic Logo as a Foundational Research Programme: Current Status, Open Problems, and Interface with the Theory of Objectivity",https://doi.org/10.5281/zenodo.18675200,https://github.com/laubscher-lab/PDL-framework/blob/main/Position_paper_PDL.tex
Proof of G_eff(N) sigma(N) G_PDL from the Trace Structure of K_4 and Independence of Gravitational Engagement.tex,Proof of G_ eff (N) = σ(N)· G_ PDL from the Trace Structure of K_4 and Independence of Gravitational Engagement,https://doi.org/10.5281/zenodo.19323033,https://github.com/laubscher-lab/PDL-framework/blob/main/Proof%20of%20G_eff%28N%29%20sigma%28N%29%20G_PDL%20from%20the%20Trace%20Structure%20of%20K_4%20and%20Independence%20of%20Gravitational%20Engagement.tex
Proof of the Density-Dependent Gravitational Coupling.tex,"Proof of the Density-Dependent Gravitational Coupling G_ eff (N) = σ(N)_PDL: Symmetry, Obstruction, and Linearity of the Densified Bridge Map",https://doi.org/10.5281/zenodo.19294984,https://github.com/laubscher-lab/PDL-framework/blob/main/Proof%20of%20the%20Density-Dependent%20Gravitational%20Coupling.tex
Proper Time as Coherence-Cycle Counting and Emergent Metric in a Relational Graph Framework PDL.tex,Proper Time as Coherence-Cycle Counting and Emergent Metric in a Relational Graph Framework (PDL),https://doi.org/10.5281/zenodo.19329465,https://github.com/laubscher-lab/PDL-framework/blob/main/Proper%20Time%20as%20Coherence-Cycle%20Counting%20and%20Emergent%20Metric%20in%20a%20Relational%20Graph%20Framework%20PDL.tex
Quantitative Einstein Equation from G_eff(N) sigma(N) G_PDL in the PDL Framework.tex,Quantitative Einstein Equation from G_ eff (N) = σ(N)· G_ PDL in the PDL Framework,https://doi.org/10.5281/zenodo.19322936,https://github.com/laubscher-lab/PDL-framework/blob/main/Quantitative%20Einstein%20Equation%20from%20G_eff%28N%29%20sigma%28N%29%20G_PDL%20in%20the%20PDL%20Framework.tex
quatrieme_couverture.tex,Quatrième de couverture — Quoi que nous soyons,,https://github.com/laubscher-lab/PDL-framework/blob/main/quatrieme_couverture.tex
"Qui que nous puissions être Existence, cohérence et instruments vulnérables Une synthèse philosophique du cadre du Projective Dynamic Logo.tex","Qui que nous puissions être: Existence, cohérence et instruments vulnérables Une synthèse philosophique du cadre du Logo Dynamique Projectif (Projective Dynamic Logo, PDL)",https://doi.org/10.5281/zenodo.18914532,https://github.com/laubscher-lab/PDL-framework/blob/main/Qui%20que%20nous%20puissions%20e%CC%82tre%20Existence%2C%20cohe%CC%81rence%20et%20instruments%20vulne%CC%81rables%20Une%20synthe%CC%80se%20philosophique%20du%20cadre%20du%20Projective%20Dynamic%20Logo.tex
Quoi que nous soyons — Le Logo Dynamique Projectif.tex,Quoi que nous soyons — Le Logo Dynamique Projectif,,https://github.com/laubscher-lab/PDL-framework/blob/main/Quoi%20que%20nous%20soyons%20%E2%80%94%20Le%20Logo%20Dynamique%20Projectif.tex
Quoi que nous soyons — Le Logo Dynamique Projectif_v2.tex,Quoi que nous soyons — Le Logo Dynamique Projectif,https://doi.org/10.5281/zenodo.19924230,https://github.com/laubscher-lab/PDL-framework/blob/main/Quoi%20que%20nous%20soyons%20%E2%80%94%20Le%20Logo%20Dynamique%20Projectif_v2.tex
README.md,PDL Framework — Projective Dynamic Logo,,https://github.com/laubscher-lab/PDL-framework/blob/main/README.md
Relational_Emergence_of Born_s_Rule_and_a_Golden-Ratio_Active_Surface_in_PDL.tex,Relational Emergence of Born's Rule and a Golden-Ratio Active Surface in PDL,,https://github.com/laubscher-lab/PDL-framework/blob/main/Relational_Emergence_of%20Born_s_Rule_and_a_Golden-Ratio_Active_Surface_in_PDL.tex
Relational_Emergence_of Born_s_Rule_and_a_Golden-Ratio_Active_Surface_in_PDL_v2.tex,Relational Emergence of Born's Rule and a Golden-Ratio Active Surface in PDL,https://doi.org/10.5281/zenodo.18832069,https://github.com/laubscher-lab/PDL-framework/blob/main/Relational_Emergence_of%20Born_s_Rule_and_a_Golden-Ratio_Active_Surface_in_PDL_v2.tex
Schodinger_PDL.tex,Compatibility of the Schrödinger Framework with the Projective Dynamic Logo (PDL),,https://github.com/laubscher-lab/PDL-framework/blob/main/Schodinger_PDL.tex
Schodinger_PDL_v2.tex,Compatibility of the Schrödinger Framework with the Projective Dynamic Logo (PDL),https://doi.org/10.5281/zenodo.18831587,https://github.com/laubscher-lab/PDL-framework/blob/main/Schodinger_PDL_v2.tex
Schrödinger Dynamics from the (A)∧(B) Coupling Criterion.tex,Schrödinger Dynamics from the (A)∧(B) Coupling Criterion in the PDL Framework,https://doi.org/10.5281/zenodo.19306269,https://github.com/laubscher-lab/PDL-framework/blob/main/Schr%C3%B6dinger%20Dynamics%20from%20the%20%28A%29%E2%88%A7%28B%29%20Coupling%20Criterion.tex
session-74-arg.md,Session 74 — Le chemin argumentatif,,https://github.com/laubscher-lab/PDL-framework/blob/main/session-74-arg.md
session-74.md,Session 74 — Exploration d'un langage logique pour l'émergence de la vie et de la conscience,,https://github.com/laubscher-lab/PDL-framework/blob/main/session-74.md
session-74.py,"Session 74 — Tous les scripts, format Colab (cellules # %%)",,https://github.com/laubscher-lab/PDL-framework/blob/main/session-74.py
session66_scripts/k4_multicenter.py,"Verification script - Session 65, Piste ""reseau multi-centres"" (T_pdl + T_pp)",,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/k4_multicenter.py
session66_scripts/PDL_BH_entropy_final.py,"Session 66 — RÉSULTAT MAJEUR : reconstruction de S_BH d'un trou noir solaire à 0,07%.",,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_BH_entropy_final.py
session66_scripts/PDL_horizon_topology_script1.py,"Calcule V, E, F TOTAUX de l'assemblage = (bloc P0, formule fermée) + (ajouts dus",,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_horizon_topology_script1.py
session66_scripts/PDL_horizon_topology_script2.py,P0 : bloc de référence (formule fermée).,,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_horizon_topology_script2.py
session66_scripts/PDL_horizon_topology_script3.py,n_blocks : nombre de blocs K_{block_size} isolés au départ.,,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_horizon_topology_script3.py
session66_scripts/PDL_metric_distance_script1.py,Calcul par BFS depuis des noeuds echantillonnes (le diametre exact est couteux a,,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_metric_distance_script1.py
session66_scripts/PDL_metric_distance_script2.py,"Session 65 (suite) — test de la VRAIE variable : aleatoire vs local, a degre fixe.",,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_metric_distance_script2.py
session66_scripts/PDL_metric_distance_script3.py,Session 65 (suite) — test : la fermeture triadique (mecanisme NATIF de PDL : un triangle,,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_metric_distance_script3.py
session66_scripts/PDL_metric_distance_script4.py,"n_clusters amas de taille cluster_size (~Z_sat), chacun un graphe DENSE interne",,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_metric_distance_script4.py
session66_scripts/PDL_metric_distance_script5.py,Construit la charpente inter-amas par accretion : chaque nouvel amas (index c),,https://github.com/laubscher-lab/PDL-framework/blob/main/session66_scripts/PDL_metric_distance_script5.py
Sketch_derivation_Schroedinger_PDL.tex,"Towards a Schrödinger--Type Dynamics from the Projective Dynamic Logo (PDL) A Relational Sketch Linking Coherence Cycles, Active Surfaces, and Effective Potentials",,https://github.com/laubscher-lab/PDL-framework/blob/main/Sketch_derivation_Schroedinger_PDL.tex
Sketch_derivation_Schroedinger_PDL_v2.tex,"Towards a Schrödinger--Type Dynamics from the Projective Dynamic Logo (PDL) A Relational Sketch Linking Coherence Cycles, Active Surfaces, and Effective Potentials",https://doi.org/10.5281/zenodo.18832542,https://github.com/laubscher-lab/PDL-framework/blob/main/Sketch_derivation_Schroedinger_PDL_v2.tex
Structural Derivation of N_CMB from the PDL Neutron Architecture and Parameter-Free Resolution of the Hubble Tension.tex,Structural Derivation of N_ CMB from the PDL Neutron Architecture: A Parameter-Free Resolution of the Hubble Tension,https://doi.org/10.5281/zenodo.19281988,https://github.com/laubscher-lab/PDL-framework/blob/main/Structural%20Derivation%20of%20N_CMB%20from%20the%20PDL%20Neutron%20Architecture%20and%20Parameter-Free%20Resolution%20of%20the%20Hubble%20Tension.tex
Structural Derivation of the QCD Correction Coefficient in the PDL Mass Ratio Formula and Completion of the epsilon_G Conjecture.tex,Structural Derivation of the QCD Correction Coefficient in the PDL Mass Ratio Formula and Completion of the ε_G Conjecture,https://doi.org/10.5281/zenodo.19294449,https://github.com/laubscher-lab/PDL-framework/blob/main/Structural%20Derivation%20of%20the%20QCD%20Correction%20Coefficient%20in%20the%20PDL%20Mass%20Ratio%20Formula%20and%20Completion%20of%20the%20epsilon_G%20Conjecture.tex
Surface Locality of Relational Entropy and the PDL Area Law.tex,Surface Locality of Relational Entropy and the PDL Area Law Document D37 --- PDL Programme,https://doi.org/10.5281/zenodo.19354096,https://github.com/laubscher-lab/PDL-framework/blob/main/Surface%20Locality%20of%20Relational%20Entropy%20and%20the%20PDL%20Area%20Law.tex
The Emergence of Physical Reality within the Framework of the PDL_v2.tex,The Emergence of Physical Reality within the Framework of the Projective Dynamic Logo (PDL),,https://github.com/laubscher-lab/PDL-framework/blob/main/The%20Emergence%20of%20Physical%20Reality%20within%20the%20Framework%20of%20the%20PDL_v2.tex
The PDL--QCD Boundary_ Structural Derivation of the Proton--Electron Mass Ratio Correction and a Parameter-Free Conjecture for Newton's Constant.tex,The PDL--QCD Boundary: Structural Derivation of the Proton--Electron Mass Ratio Correction and a Parameter-Free Conjecture for Newton's Constant,https://doi.org/10.5281/zenodo.19282932,https://github.com/laubscher-lab/PDL-framework/blob/main/The%20PDL--QCD%20Boundary_%20Structural%20Derivation%20of%20the%20Proton--Electron%20Mass%20Ratio%20Correction%20and%20a%20Parameter-Free%20Conjecture%20for%20Newton%27s%20Constant.tex
TO-PDL.tex,A Modal Dialogue between the Projective Dynamic Logo (PDL) and the Theory of Objectivity (TO),https://doi.org/10.5281/zenodo.18580925,https://github.com/laubscher-lab/PDL-framework/blob/main/TO-PDL.tex
Toward_a_Gleason-Type_Uniqueness_Theorem_for_Born_s_Rule_in_the_PDL_Framework.tex,Gleason-Type Uniqueness of Born's Rule for Spin- 1 2 in the PDL Framework,https://doi.org/10.5281/zenodo.18663156,https://github.com/laubscher-lab/PDL-framework/blob/main/Toward_a_Gleason-Type_Uniqueness_Theorem_for_Born_s_Rule_in_the_PDL_Framework.tex
Towards_Einstein--Dirac_Unification_PDL.tex,Towards an Einstein--Dirac Unification from the Projective Dynamic Logo Framework,https://doi.org/10.5281/zenodo.18725069,https://github.com/laubscher-lab/PDL-framework/blob/main/Towards_Einstein--Dirac_Unification_PDL.tex
Universal Coherence Leakage_ Bridging the Gravitational and Fine-Structure Constants through Discrete Relational Closures.tex,Universal Coherence Leakage: Bridging Gravitational and Fine-Structure Constants through Discrete Relational Closures,,https://github.com/laubscher-lab/PDL-framework/blob/main/Universal%20Coherence%20Leakage_%20Bridging%20the%20Gravitational%20and%20Fine-Structure%20Constants%20through%20Discrete%20Relational%20Closures.tex
Universal Coherence Leakage_ Bridging the Gravitational and Fine-Structure Constants through Discrete Relational Closures_V3.tex,Universal Coherence Leakage: A Structural Bridge between the Gravitational and Electromagnetic Constants in the Projective Dynamic Logo Framework,https://doi.org/10.5281/zenodo.19056994,https://github.com/laubscher-lab/PDL-framework/blob/main/Universal%20Coherence%20Leakage_%20Bridging%20the%20Gravitational%20and%20Fine-Structure%20Constants%20through%20Discrete%20Relational%20Closures_V3.tex
"Whoever We May Be Existence, Coherence, and Vulnerable Instruments A Philosophical Synthesis of the PDL Framework.tex","Whoever We May Be: Existence, Coherence, and Vulnerable Instruments A Philosophical Synthesis of the Projective Dynamic Logo Framework",,https://github.com/laubscher-lab/PDL-framework/blob/main/Whoever%20We%20May%20Be%20Existence%2C%20Coherence%2C%20and%20Vulnerable%20Instruments%20A%20Philosophical%20Synthesis%20of%20the%20PDL%20Framework.tex
"Whoever We May Be Existence, Coherence, and Vulnerable Instruments A Philosophical Synthesis of the PDL Framework_v2.tex","Whoever We May Be: Existence, Coherence, and Vulnerable Instruments A Philosophical Synthesis of the Projective Dynamic Logo Framework",https://doi.org/10.5281/zenodo.18940047,https://github.com/laubscher-lab/PDL-framework/blob/main/Whoever%20We%20May%20Be%20Existence%2C%20Coherence%2C%20and%20Vulnerable%20Instruments%20A%20Philosophical%20Synthesis%20of%20the%20PDL%20Framework_v2.tex
Whoever we may be — The Projective Dynamic Logo.tex,Whoever We May Be — The Projective Dynamic Logo,,https://github.com/laubscher-lab/PDL-framework/blob/main/Whoever%20we%20may%20be%20%E2%80%94%20The%20Projective%20Dynamic%20Logo.tex
Whoever we may be — The Projective Dynamic Logo_v2.tex,Whatever We May Be — The Projective Dynamic Logo,https://doi.org/10.5281/zenodo.19076555,https://github.com/laubscher-lab/PDL-framework/blob/main/Whoever%20we%20may%20be%20%E2%80%94%20The%20Projective%20Dynamic%20Logo_v2.tex
